sexo,qtd_filhos,tipo_renda_assalariado,tipo_renda_servidor_publico,educacao_secundario,educacao_superior_incompleto,estado_civil_casado,estado_civil_solteiro,idade,tempo_emprego,qt_pessoas_residencia,predicted_income,credit_limit,card_class,loan_granted
1,0,1,0,1,0,1,0,60,4.126027397260274,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,1,0,33,0.9753424657534246,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,48,30.306849315068487,2.0,8336.886324503303,15000,black,72000
1,1,1,0,0,0,1,0,42,3.635616438356165,3.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,47,8.438356164383563,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,64,,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,41,4.131506849315069,3.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,1,0,42,3.2575342465753425,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,37,0.2602739726027397,1.0,2816.7353803975325,6000,gold,36000
1,2,1,0,1,0,1,0,33,4.6876712328767125,4.0,8037.628646934461,15000,black,72000
0,2,1,0,1,0,0,0,37,10.63835616438356,4.0,5063.104048582998,8500,platinum,54000
1,2,1,0,1,0,1,0,33,0.5342465753424658,4.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,0,1,29,8.134246575342466,1.0,8037.628646934461,15000,black,72000
1,0,1,0,1,0,1,0,44,12.441095890410958,2.0,15802.01258793967,unlimited,black,150000
1,0,0,0,1,0,1,0,48,5.5178082191780815,2.0,8037.628646934461,15000,black,72000
0,0,0,0,1,0,1,0,28,6.2027397260273975,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,51,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,27,5.578082191780823,2.0,8037.628646934461,15000,black,72000
1,0,0,1,1,0,1,0,37,9.605479452054793,2.0,10744.083531914897,20000,black,100000
1,0,1,0,1,0,1,0,39,7.120547945205479,2.0,8037.628646934461,15000,black,72000
0,0,1,0,0,0,1,0,48,13.895890410958906,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,61,7.3561643835616435,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,56,5.967123287671233,2.0,8037.628646934461,15000,black,72000
0,3,0,0,1,0,1,0,45,1.1287671232876713,5.0,2816.7353803975325,6000,gold,36000
1,0,0,0,1,0,1,0,38,,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,0,0,63,,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,67,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,63,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,54,0.547945205479452,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,60,4.126027397260274,2.0,4827.252950138516,6000,gold,36000
1,1,1,0,1,0,1,0,41,5.758904109589041,3.0,8037.628646934461,15000,black,72000
0,1,1,0,1,0,1,0,41,9.01917808219178,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
1,2,1,0,0,0,1,0,47,2.3232876712328765,4.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,54,4.723287671232876,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,57,0.7150684931506849,1.0,2816.7353803975325,6000,gold,36000
0,2,1,0,1,0,1,0,39,19.36438356164384,4.0,8336.886324503303,15000,black,72000
0,0,0,0,1,0,1,0,52,6.002739726027397,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,48,7.810958904109589,3.0,8037.628646934461,15000,black,72000
1,0,1,0,0,1,1,0,29,0.2547945205479452,2.0,4827.252950138516,6000,gold,36000
1,1,1,0,1,0,1,0,50,14.123287671232877,3.0,15802.01258793967,unlimited,black,150000
1,0,0,1,1,0,1,0,31,7.520547945205481,2.0,8037.628646934461,15000,black,72000
1,0,1,0,1,0,1,0,59,18.27671232876712,2.0,21323.110512820513,unlimited,black,150000
0,0,1,0,1,0,0,1,48,27.61369863013699,1.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,1,0,50,5.958904109589041,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,66,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,49,1.9260273972602744,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,39,0.3808219178082192,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,0,1,28,6.679452054794519,1.0,8037.628646934461,15000,black,72000
0,0,0,0,0,0,0,0,66,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,0,0,28,6.183561643835616,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,0,0,38,17.775342465753425,3.0,8336.886324503303,15000,black,72000
0,0,0,0,1,0,1,0,54,,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,0,1,29,0.6821917808219178,1.0,4827.252950138516,6000,gold,36000
1,3,1,0,1,0,1,0,39,9.684931506849315,5.0,10744.083531914897,20000,black,100000
0,0,1,0,1,0,1,0,47,2.6794520547945204,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,1,0,36,4.578082191780823,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,1,1,0,46,12.6,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,1,0,0,1,65,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,48,15.402739726027391,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,37,2.6904109589041094,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,0,1,46,24.64383561643836,1.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,0,1,56,10.868493150684932,1.0,5063.104048582998,8500,platinum,54000
1,2,1,0,0,0,1,0,36,2.7178082191780817,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,0,35,0.7616438356164383,1.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,1,64,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,40,2.1863013698630143,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,0,0,1,0,36,14.435616438356163,2.0,15802.01258793967,unlimited,black,150000
0,1,1,0,1,0,1,0,31,4.597260273972604,3.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,46,8.06027397260274,2.0,8037.628646934461,15000,black,72000
0,0,1,0,0,0,0,1,42,24.213698630136985,1.0,8336.886324503303,15000,black,72000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,30,6.7972602739726025,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,47,8.638356164383561,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,60,,1.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,43,17.443835616438356,3.0,8336.886324503303,15000,black,72000
1,0,0,1,1,0,1,0,26,7.178082191780822,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,40,6.750684931506848,2.0,3521.75081922017,6000,gold,36000
0,2,0,0,0,0,0,0,26,6.698630136986301,4.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,28,7.2684931506849315,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,0,0,58,1.263013698630137,1.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,47,4.452054794520548,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,35,6.367123287671232,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,40,11.854794520547946,2.0,6118.0007082153,8500,platinum,54000
1,1,1,0,1,0,0,0,42,4.424657534246577,2.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,0,1,0,66,,2.0,4827.252950138516,6000,gold,36000
0,1,1,0,1,0,1,0,30,8.542465753424658,3.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,28,1.4328767123287671,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,51,20.68767123287672,2.0,8336.886324503303,15000,black,72000
1,1,1,0,1,0,0,1,46,18.035616438356165,2.0,21323.110512820513,unlimited,black,150000
0,1,1,0,0,0,1,0,31,6.780821917808219,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,1,41,4.846575342465753,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,1,54,0.3452054794520548,1.0,2816.7353803975325,6000,gold,36000
1,0,0,0,1,0,1,0,62,,2.0,4827.252950138516,6000,gold,36000
1,1,1,0,0,1,1,0,30,4.597260273972604,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,1,41,0.2958904109589041,1.0,2816.7353803975325,6000,gold,36000
0,2,1,0,1,0,0,0,39,9.841095890410957,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,47,20.895890410958906,2.0,8336.886324503303,15000,black,72000
1,0,1,0,0,0,1,0,28,7.183561643835616,2.0,8037.628646934461,15000,black,72000
0,1,1,0,1,0,0,0,46,3.432876712328768,3.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,1,0,40,11.32876712328767,3.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,33,12.2,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,1,0,1,0,34,9.778082191780822,3.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,27,2.66027397260274,3.0,2816.7353803975325,6000,gold,36000
0,0,0,1,0,0,1,0,50,22.695890410958903,2.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,0,0,39,2.1863013698630143,1.0,2816.7353803975325,6000,gold,36000
0,1,1,0,0,0,1,0,43,3.778082191780822,3.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,44,5.367123287671234,3.0,3521.75081922017,6000,gold,36000
0,2,0,0,0,0,1,0,37,12.67123287671233,4.0,6118.0007082153,8500,platinum,54000
0,0,0,0,0,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,46,9.473972602739726,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,40,22.34794520547945,2.0,38296.74249999999,unlimited,black,150000
1,1,0,0,0,0,1,0,24,2.2410958904109592,3.0,4827.252950138516,6000,gold,36000
0,2,1,0,1,0,1,0,36,16.865753424657534,4.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,61,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,52,18.523287671232875,2.0,8336.886324503303,15000,black,72000
0,0,1,0,1,0,0,1,39,8.052054794520547,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,40,13.873972602739729,2.0,5063.104048582998,8500,platinum,54000
1,1,0,0,1,0,0,0,39,3.723287671232877,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,63,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,53,17.057534246575347,2.0,25471.486666666664,unlimited,black,150000
1,0,0,1,1,0,1,0,31,11.712328767123289,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,1,0,1,0,50,1.747945205479452,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,1,0,47,4.624657534246575,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,0,43,9.512328767123286,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,53,10.63013698630137,2.0,6118.0007082153,8500,platinum,54000
0,1,1,0,1,0,1,0,31,4.515068493150685,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,55,,2.0,3521.75081922017,6000,gold,36000
0,3,1,0,1,0,1,0,30,8.882191780821918,5.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,56,,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,0,0,39,0.8273972602739726,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,1,0,50,3.1780821917808217,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,45,7.520547945205481,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,32,4.789041095890411,3.0,8037.628646934461,15000,black,72000
1,0,1,0,0,1,1,0,33,4.347945205479451,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,1,32,1.9342465753424656,1.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,0,1,50,,1.0,3521.75081922017,6000,gold,36000
0,1,0,0,1,0,1,0,29,5.364383561643836,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,48,15.402739726027391,2.0,5063.104048582998,8500,platinum,54000
0,0,1,0,1,0,1,0,55,8.471232876712326,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,45,4.101369863013699,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,54,18.02191780821918,2.0,8336.886324503303,15000,black,72000
0,1,1,0,1,0,1,0,36,4.578082191780823,3.0,3521.75081922017,6000,gold,36000
0,1,0,0,0,0,1,0,37,,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,45,1.178082191780822,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,1,0,1,0,56,0.6,2.0,4827.252950138516,6000,gold,36000
0,2,0,0,0,0,1,0,37,1.1726027397260277,4.0,2816.7353803975325,6000,gold,36000
0,0,0,0,0,0,1,0,54,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,51,1.8794520547945208,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,0,0,1,0,32,7.602739726027397,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,35,6.367123287671232,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,0,0,38,10.761643835616438,3.0,15802.01258793967,unlimited,black,150000
0,0,1,0,1,0,1,0,32,6.767123287671232,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,1,1,0,39,6.953424657534248,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,39,0.547945205479452,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,1,44,7.4301369863013695,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,56,,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,51,6.638356164383563,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,0,1,55,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,30,5.216438356164384,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,44,7.457534246575342,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,46,3.863013698630137,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,42,8.860273972602737,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,39,0.3698630136986301,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,1,0,36,7.249315068493152,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
1,1,1,0,0,0,1,0,28,4.098630136986301,3.0,4827.252950138516,6000,gold,36000
1,1,1,0,1,0,1,0,44,3.994520547945205,3.0,4827.252950138516,6000,gold,36000
0,3,0,0,1,0,1,0,35,2.115068493150685,5.0,2816.7353803975325,6000,gold,36000
0,1,0,0,1,0,0,0,32,8.128767123287671,3.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,46,13.997260273972609,2.0,15802.01258793967,unlimited,black,150000
0,0,1,0,1,0,1,0,43,8.312328767123287,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,44,5.5178082191780815,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,1,0,1,38,5.684931506849315,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,0,0,44,2.416438356164384,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,48,28.641095890410963,1.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,0,0,30,0.3753424657534247,1.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,58,,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,0,0,1,0,60,,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,0,0,0,1,40,5.383561643835616,1.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,1,0,48,27.008219178082197,2.0,8336.886324503303,15000,black,72000
0,1,0,0,1,0,1,0,49,11.284931506849317,3.0,6118.0007082153,8500,platinum,54000
0,1,0,0,1,0,1,0,29,8.808219178082194,3.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,35,6.216438356164384,1.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,1,0,39,10.424657534246576,3.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,46,3.4575342465753423,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,60,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,1,0,50,10.043835616438356,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,59,19.389041095890416,2.0,8336.886324503303,15000,black,72000
0,0,0,1,0,0,1,0,30,3.175342465753425,2.0,2816.7353803975325,6000,gold,36000
0,0,1,0,0,0,0,1,29,10.684931506849315,1.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,1,0,57,6.638356164383563,2.0,8037.628646934461,15000,black,72000
0,1,0,1,0,0,0,0,49,1.1643835616438356,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,0,0,1,0,33,0.9753424657534246,2.0,4827.252950138516,6000,gold,36000
0,0,1,0,0,0,0,0,54,1.0684931506849316,2.0,2816.7353803975325,6000,gold,36000
1,1,1,0,0,1,1,0,37,15.449315068493153,3.0,15802.01258793967,unlimited,black,150000
0,0,1,0,1,0,1,0,52,9.668493150684933,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,38,9.26849315068493,2.0,10744.083531914897,20000,black,100000
0,3,0,0,1,0,0,0,36,,4.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,0,0,45,2.7150684931506848,2.0,2816.7353803975325,6000,gold,36000
1,0,1,0,1,0,1,0,39,1.2164383561643837,2.0,4827.252950138516,6000,gold,36000
0,2,0,1,1,0,1,0,50,11.356164383561644,4.0,6118.0007082153,8500,platinum,54000
0,0,1,0,1,0,1,0,43,4.178082191780821,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,0,0,1,0,64,,2.0,3521.75081922017,6000,gold,36000
0,1,1,0,0,0,1,0,31,9.884931506849314,3.0,3521.75081922017,6000,gold,36000
1,1,0,0,0,0,1,0,41,4.016438356164383,3.0,4827.252950138516,6000,gold,36000
1,1,0,1,1,0,1,0,42,21.46575342465753,3.0,38296.74249999999,unlimited,black,150000
0,0,0,0,1,0,1,0,54,,2.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,65,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,43,0.463013698630137,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,1,0,1,30,1.3534246575342466,1.0,2816.7353803975325,6000,gold,36000
1,0,0,1,1,0,1,0,33,8.961643835616439,2.0,8037.628646934461,15000,black,72000
1,0,1,0,1,0,1,0,45,11.865753424657536,2.0,15802.01258793967,unlimited,black,150000
0,0,0,0,0,0,1,0,40,4.534246575342466,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,63,,2.0,4827.252950138516,6000,gold,36000
1,0,1,0,1,0,1,0,39,0.7890410958904109,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,48,6.471232876712329,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,1,0,47,11.953424657534244,2.0,5063.104048582998,8500,platinum,54000
1,0,1,0,1,0,0,1,55,0.2958904109589041,1.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,1,63,,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,0,0,1,0,46,3.627397260273973,2.0,4827.252950138516,6000,gold,36000
0,0,0,1,1,0,0,0,50,16.528767123287672,2.0,6118.0007082153,8500,platinum,54000
0,0,1,0,1,0,0,1,48,1.0328767123287672,1.0,2816.7353803975325,6000,gold,36000
0,1,0,0,0,0,1,0,43,7.038356164383561,3.0,3521.75081922017,6000,gold,36000
1,2,0,0,1,0,1,0,29,1.0356164383561643,4.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,0,37,7.353424657534248,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,34,3.638356164383562,3.0,4827.252950138516,6000,gold,36000
1,0,0,0,1,0,1,0,55,18.775342465753425,2.0,21323.110512820513,unlimited,black,150000
1,1,1,0,1,0,1,0,28,6.164383561643835,3.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,0,1,46,20.02739726027397,1.0,8336.886324503303,15000,black,72000
0,0,1,0,0,0,0,0,52,2.7452054794520557,1.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,1,52,6.723287671232876,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,51,1.8794520547945208,2.0,2816.7353803975325,6000,gold,36000
1,0,0,0,0,0,1,0,41,,2.0,4827.252950138516,6000,gold,36000
0,1,0,1,1,0,1,0,48,4.936986301369863,3.0,3521.75081922017,6000,gold,36000
1,2,1,0,0,0,1,0,43,18.336986301369866,4.0,21323.110512820513,unlimited,black,150000
0,0,0,0,1,0,1,0,57,,2.0,3521.75081922017,6000,gold,36000
0,1,0,1,1,0,1,0,48,22.03835616438356,3.0,8336.886324503303,15000,black,72000
0,1,0,0,0,0,0,1,27,4.523287671232877,2.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,40,3.1013698630136988,2.0,4827.252950138516,6000,gold,36000
1,1,1,0,1,0,1,0,30,1.3917808219178085,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,1,0,52,7.032876712328767,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,28,7.7315068493150685,2.0,8037.628646934461,15000,black,72000
0,0,1,0,1,0,0,0,34,1.8575342465753424,2.0,2816.7353803975325,6000,gold,36000
0,0,0,1,1,0,0,1,56,1.5972602739726027,1.0,2816.7353803975325,6000,gold,36000
1,2,1,0,1,0,1,0,30,1.7452054794520548,4.0,4827.252950138516,6000,gold,36000
1,0,0,0,0,1,1,0,54,3.008219178082192,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,0,0,57,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,1,0,63,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,46,2.468493150684932,2.0,4827.252950138516,6000,gold,36000
1,1,0,0,1,0,0,0,42,10.624657534246577,2.0,15802.01258793967,unlimited,black,150000
0,0,1,0,0,0,1,0,31,1.6328767123287669,2.0,2816.7353803975325,6000,gold,36000
1,2,1,0,1,0,1,0,27,0.6821917808219178,4.0,4827.252950138516,6000,gold,36000
0,1,0,1,1,0,1,0,41,5.646575342465752,3.0,3521.75081922017,6000,gold,36000
0,2,0,0,0,0,1,0,38,8.276712328767124,4.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,0,1,31,2.043835616438356,2.0,4827.252950138516,6000,gold,36000
0,1,0,1,0,0,1,0,39,15.942465753424658,3.0,6118.0007082153,8500,platinum,54000
1,1,0,0,1,0,1,0,24,6.594520547945206,3.0,8037.628646934461,15000,black,72000
0,0,1,0,0,0,0,1,47,4.553424657534245,1.0,3521.75081922017,6000,gold,36000
1,0,0,0,1,0,1,0,60,,2.0,4827.252950138516,6000,gold,36000
0,2,1,0,0,1,1,0,34,6.0630136986301375,4.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,1,56,,1.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,0,1,25,0.8438356164383561,1.0,4827.252950138516,6000,gold,36000
0,0,0,0,1,0,1,0,58,,2.0,3521.75081922017,6000,gold,36000
1,0,1,0,1,0,1,0,61,4.684931506849315,2.0,8037.628646934461,15000,black,72000
0,1,0,1,0,0,1,0,48,3.602739726027397,3.0,3521.75081922017,6000,gold,36000
0,2,1,0,1,0,1,0,31,10.391780821917807,4.0,3521.75081922017,6000,gold,36000
1,2,1,0,1,0,1,0,35,14.983561643835616,4.0,15802.01258793967,unlimited,black,150000
1,0,1,0,1,0,1,0,47,4.452054794520548,2.0,4827.252950138516,6000,gold,36000
0,0,0,0,0,0,1,0,51,10.695890410958905,2.0,6118.0007082153,8500,platinum,54000
0,2,0,1,0,0,1,0,32,10.35068493150685,4.0,3521.75081922017,6000,gold,36000
0,1,1,0,1,0,0,0,37,10.45753424657534,3.0,3521.75081922017,6000,gold,36000
0,0,0,1,1,0,0,1,47,11.463013698630135,1.0,6118.0007082153,8500,platinum,54000
0,1,0,0,0,0,0,0,50,19.73972602739726,2.0,8336.886324503303,15000,black,72000
1,0,0,1,1,0,1,0,47,9.58904109589041,2.0,10744.083531914897,20000,black,100000
1,1,1,0,1,0,0,1,40,20.60821917808219,2.0,38296.74249999999,unlimited,black,150000
0,0,1,0,1,0,1,0,45,1.6410958904109592,2.0,2816.7353803975325,6000,gold,36000
0,1,1,0,1,0,1,0,38,2.0136986301369864,3.0,2816.7353803975325,6000,gold,36000
0,0,1,0,1,0,0,0,49,24.301369863013697,1.0,8336.886324503303,15000,black,72000
1,0,0,0,1,0,1,0,39,9.284931506849317,2.0,10744.083531914897,20000,black,100000
0,1,1,0,0,0,0,1,37,14.816438356164385,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,0,0,66,,1.0,3521.75081922017,6000,gold,36000
1,1,1,0,1,0,1,0,51,4.035616438356166,3.0,4827.252950138516,6000,gold,36000
0,0,1,0,1,0,0,0,45,3.854794520547945,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,1,0,41,0.6219178082191781,2.0,2816.7353803975325,6000,gold,36000
0,0,0,0,1,0,0,0,65,,1.0,3521.75081922017,6000,gold,36000
0,0,0,0,1,0,0,0,58,,1.0,3521.75081922017,6000,gold,36000
0,0,1,0,1,0,0,0,42,0.8465753424657534,2.0,2816.7353803975325,6000,gold,36000
1,2,1,0,1,0,1,0,58,27.534246575342465,4.0,38296.74249999999,unlimited,black,150000
0,0,1,0,1,0,1,0,57,15.186301369863012,2.0,5063.104048582998,8500,platinum,54000
0,0,0,0,1,0,1,0,62,,2.0,3521.75081922017,6000,gold,36000
0,0,1,0,0,0,0,1,60,29.04109589041096,1.0,8336.886324503303,15000,black,72000
0,0,0,0,0,0,1,0,28,8.471232876712326,2.0,3521.75081922017,6000,gold,36000
0,1,0,0,1,0,0,0,52,13.854794520547946,2.0,6118.0007082153,8500,platinum,54000
0,0,0,0,1,0,0,0,36,0.6438356164383562,1.0,2816.7353803975325,6000,gold,36000
