,52,389,41
191,0.93811144,-0.99997793,-0.33745487
4678,0.86180911,-0.69043456,-0.36671506
6013,0.9700923,-0.45915175,-0.13958733
174,0.90283853,-0.87449087,-0.3451352
1903,0.79615636,-0.83214432,-0.26765222
1099,0.9811534,-0.78578824,-0.20187029
4872,0.85526181,-0.68084296,-0.14873409
7301,0.96539162,-0.63430314,-0.10993294
2292,-0.19096506,-0.99988862,0.48616847
6841,0.94653965,-0.99998111,0.097589884
7148,0.97726585,-0.76228915,-0.15776944
4880,0.97577335,-0.99940845,-0.085401555
6726,0.96234976,-0.7697727,-0.1401636
1164,0.98559608,-0.99969396,-0.18594536
4121,0.86339081,-0.80436521,-0.38006977
6405,0.95487689,-0.68468997,-0.21142102
4441,-0.35100325,-0.99993436,0.64964495
5471,0.93878958,-0.92017814,-0.26124845
5198,0.92102732,-0.94292925,-0.099224646
1661,0.89228133,-0.99997945,0.27478364
508,0.87133859,-0.86295957,-0.41361842
166,0.90340838,-0.91879588,-0.36713357
3544,0.94676668,-0.77837795,-0.28775149
5054,0.83871625,-0.79762009,-0.24314837
3454,0.92746806,-0.9999858,-0.34576649
5466,0.94690629,-0.91881543,-0.2374612
4956,-0.34931079,-0.99990903,0.44352737
103,0.95110648,-0.73797489,-0.26828456
3689,-0.42459847,-0.99996674,0.81593279
6979,0.99277696,-0.99520321,-0.11295488
3442,0.94638497,-0.99999443,-0.31381289
1104,0.97180234,-0.78596471,-0.19801067
4522,0.90103937,-0.58991841,-0.15108712
1752,0.88222186,-0.72889261,-0.3199428
6566,0.95287348,-0.8145075,-0.22022744
6682,0.90992049,-0.99994569,0.17813492
3172,0.95606184,-0.87633056,0.088411654
2916,0.98500273,-0.9999898,0.058977332
4845,0.83539311,-0.88185824,-0.23845388
1658,0.89504385,-0.99995621,0.27157411
152,0.91617452,-0.88521879,-0.32878069
6706,-0.25344236,-0.99992574,0.7991334
2483,0.79305832,-0.79071542,-0.29121254
1583,0.9426802,-0.25226471,-0.14439158
6185,0.91939857,-0.78340464,-0.21336773
2552,0.98152563,-0.99998544,-0.14552186
3742,0.95211338,-0.35014698,-0.24507095
4173,0.77294882,-0.83701315,-0.44676426
5551,0.98202599,-0.99998171,-0.030339147
5678,0.98922615,-0.99998336,-0.13151526
3217,0.854606,-0.88789277,0.16396961
6423,0.92873384,-0.62336698,-0.23924078
2209,0.9098115,-0.78666025,-0.3424352
4059,-0.059551412,-0.99994706,0.63381052
6333,-0.61913023,-0.99998549,-0.42267487
2985,0.93177619,-0.90832313,-0.21070323
1822,-0.3965434,-0.99989097,0.34108531
6952,0.93968141,-0.69681331,-0.23810343
6212,0.88824856,-0.55719369,-0.17443409
5046,0.81889229,-0.83261525,-0.25316736
7306,0.93321786,-0.6234507,-0.10403581
309,0.88425003,-0.89447561,-0.39144615
212,0.80901644,-0.99998038,0.31197396
3720,-0.46842623,-0.99991208,0.68624729
4411,0.69407793,-0.99983563,0.39028366
3949,0.7595837,-0.69531089,-0.39497073
6780,0.9347068,-0.76493037,-0.21974423
495,0.89585404,-0.89415131,-0.38463726
205,0.80887064,-0.99998039,0.3114416
1434,0.94332921,-0.66552174,-0.097202374
1135,0.94588779,-0.56448627,-0.28846175
2584,0.98967821,-0.99996653,0.020957948
868,0.98884644,-0.99998641,-0.016165358
2749,0.96630782,-0.99986835,0.14072558
305,0.88994647,-0.85136577,-0.38315837
1849,0.88696113,-0.64737727,-0.16044664
4060,-0.073599139,-0.99995683,0.62955978
1988,0.95277078,-0.88274361,-0.18887113
2798,-0.064291204,-0.99981514,0.86935511
4162,0.9025192,-0.63154146,-0.35974437
1534,-0.53865825,-0.99991865,0.50595922
3109,0.92604281,-0.99998371,-0.16447892
843,0.94523284,-0.69815095,-0.24170525
1987,0.95562111,-0.8752683,-0.20943449
7326,0.93115378,-0.83995126,-0.22455856
4939,0.98557379,-0.99873565,0.013645264
4597,-0.69352401,-0.99267014,0.40846403
383,0.95474243,-0.99997798,0.0077337361
1538,-0.50683114,-0.99993461,0.64265351
211,0.80954508,-0.99998023,0.31204932
5900,0.98830676,-0.99997409,-0.17706335
1957,-0.092316981,-0.99990618,0.93351218
5473,0.92872232,-0.94222906,-0.24884336
2438,0.90677461,-0.99997587,-0.099423433
2727,0.98166576,-0.99997216,-0.21377714
5377,-0.44730477,-0.99986764,0.76793092
5593,0.97084697,-0.86531422,-0.10958739
1349,0.98908043,-0.99976239,0.0088413743
4791,-0.3303004,-0.99995605,0.46858027
5033,0.9297954,-0.56525666,-0.094547544
6255,0.97362851,-0.99980741,-0.2334861
680,0.87911865,-0.87067939,-0.34330644
180,0.94840576,-0.99995843,-0.33243089
6998,0.94078635,-0.99998741,-0.034955981
3399,0.91740165,-0.58095674,-0.053573131
6792,0.92682571,-0.64252661,-0.20633169
5491,0.98602105,-0.99998358,-0.13669659
278,0.93401483,-0.77916135,-0.29221982
3250,0.92558107,-0.9999785,-0.19885046
6535,-0.29086565,-0.99360181,0.50785212
2480,0.7902064,-0.87730597,-0.27971736
289,0.9307309,-0.69419627,-0.30250261
3075,0.92568637,-0.99996414,0.07000263
5672,0.97863267,-0.99916796,-0.065745808
5519,0.42872365,-0.99996646,0.54325603
993,0.97581013,-0.99998226,-0.19340717
2236,0.95426109,-0.99998472,-0.19394777
3979,0.92480463,-0.99996227,-0.30999913
39,0.89495487,-0.99996629,0.12558056
5186,0.92684645,-0.94820964,-0.13721384
2754,0.97834813,-0.99997976,0.10546417
5891,0.98806369,-0.99999173,-0.17660768
5451,0.94035289,-0.91890606,-0.24939732
270,0.90456433,-0.80951374,-0.34974781
7031,-0.31886562,-0.99985359,0.63042765
2883,0.96442616,-0.9999909,-0.18855006
6006,0.98074962,-0.62843832,-0.12386404
5284,0.98424357,-0.99997245,-0.15484187
4715,0.91271672,-0.99993706,-0.1753275
5709,0.78541786,-0.99996875,0.367483
111,0.94045396,-0.67666106,-0.26420665
3218,0.84850049,-0.89518013,0.15999242
1391,-0.40326172,-0.99979211,0.2583337
2600,-0.2195484,-0.99998276,0.8904336
220,-0.0043721036,-0.99996179,0.79494079
3995,0.88033229,-0.99996036,-0.36439184
7340,0.93380235,-0.9016033,-0.24343929
4829,0.92173729,-0.26092047,-0.11348481
4478,0.96851499,-0.7068927,-0.24424923
83,0.96076124,-0.75828106,-0.25477781
873,0.99013603,-0.99989974,-0.025050775
6812,0.99488342,-0.99998334,-0.10495742
4594,0.96880468,-0.99953003,0.077041962
461,0.94673837,-0.84794287,-0.28244706
6466,0.96192167,-0.99996048,-0.25811127
551,0.94939974,-0.99993035,-0.31468974
3918,0.94555579,-0.38025791,-0.20036439
2374,0.7239825,-0.75824132,-0.3219249
6180,0.92181598,-0.76649625,-0.20706913
2246,0.8985427,-0.99995635,-0.21835827
6920,0.98144118,-0.81363456,-0.12751187
4288,-0.19422663,-0.99990978,0.59884995
2450,-0.084917053,-0.99994144,0.48070013
2329,0.83996545,-0.85795842,-0.26060468
6167,0.94590413,-0.77565672,-0.22255867
2146,0.97629155,-0.8561673,-0.20363032
4253,0.99253216,-0.9999128,-0.038711876
4104,0.86227721,-0.79607492,-0.3743917
6490,0.92256184,-0.99902193,-0.037088214
650,0.93576626,-0.75268242,-0.18809886
708,0.99198483,-0.99987927,-0.078279311
6285,0.96512786,-0.9919727,-0.22263976
3792,0.87636054,-0.75217371,-0.38272359
3686,-0.42341274,-0.99992455,0.81690857
3592,0.8555667,-0.71384877,-0.40856487
3063,0.98115208,-0.99998013,0.059690774
5223,0.91883861,-0.90728588,-0.058678904
1424,0.90431027,-0.89623615,-0.13574548
1216,-0.49034348,-0.99990785,0.89707331
5610,0.98088061,-0.70326701,-0.13017989
1924,0.97402148,-0.99996991,-0.16041459
104,0.95466474,-0.7442512,-0.25886389
1064,-0.44048338,-0.99978147,0.98483062
314,0.87952385,-0.86600893,-0.39366157
1289,0.91857532,-0.3827902,-0.23652234
1427,0.93336341,-0.7601187,-0.1190114
5159,-0.2381904,-0.99992055,0.90841293
5786,0.96870912,-0.88708427,-0.1357181
3129,0.98046401,-0.99991602,-0.084450646
6930,0.94310609,-0.63241048,-0.055476795
5945,-0.501468,-0.99994962,0.5598898
3008,0.90818192,-0.67403272,-0.19942022
6083,0.98514401,-0.99988411,-0.18141247
1105,0.97609306,-0.78215433,-0.19132382
3945,0.85125066,-0.60617672,-0.34714306
5405,0.97925517,-0.9306193,-0.15792394
4518,0.92279374,-0.75529976,-0.31423158
7350,0.93300797,-0.82113732,-0.23323031
3877,-0.85809772,-0.99985504,0.70081752
684,0.87704901,-0.90208631,-0.37711299
5381,0.97939691,-0.93389328,-0.14202813
4731,0.9315877,-0.99998478,0.19316345
2765,-0.15680325,-0.99998732,0.90687947
3353,0.94649424,-0.78370942,-0.073744653
5724,0.74891257,-0.9997498,0.16416613
2451,-0.14166255,-0.99002697,0.37097431
3477,0.98615687,-0.9999736,0.089897204
326,0.89301053,-0.91201051,-0.38195233
2652,0.95840626,-0.89060948,-0.23406174
6147,-0.48563723,-0.99979254,0.5253451
2176,0.94174022,-0.59968204,-0.1980279
3982,0.92457647,-0.99998358,-0.31358614
4342,0.85762642,-0.34652645,-0.36507801
7098,0.97403562,-0.84735763,-0.17428091
3318,-0.16979873,-0.99996635,0.49709595
5875,0.98492521,-0.99996852,-0.19530508
2787,-0.098352913,-0.99952193,0.88432785
5008,0.9453895,-0.82128037,-0.13445847
3593,0.85388431,-0.68128086,-0.41168261
1676,-0.22195429,-0.99998249,0.83050237
348,0.95839361,-0.99901279,-0.27146065
5363,-0.17390848,-0.9996208,0.92239572
3226,0.83324244,-0.89052564,0.17794911
3951,0.7613013,-0.78651338,-0.38436773
4674,0.85628569,-0.69082546,-0.34492635
1626,0.9920711,-0.99996318,-0.09064637
7218,0.95116773,-0.99997254,-0.0036353154
7107,0.96986145,-0.83372635,-0.14932759
3774,0.8675562,-0.65109746,-0.42135724
871,0.98746357,-0.99905351,-0.019568361
4310,0.87368659,-0.63967527,-0.36296864
4034,0.99329183,-0.99996664,-0.082870471
3590,0.87220386,-0.49861336,-0.35007013
2218,0.9039033,-0.86277391,-0.37250445
3326,-0.18559636,-0.99930572,0.49763433
3539,0.92434902,-0.79028544,-0.2912352
6227,0.81663407,-0.88293166,-0.26460172
2121,-0.1196845,-0.99992187,0.95556954
7166,0.92678902,-0.91151643,-0.26094068
6862,0.92676169,-0.99997953,0.17674832
6219,0.83992033,-0.85407081,-0.25772792
85,0.96117913,-0.73546137,-0.23690505
4210,0.89198774,-0.99997918,-0.36513716
1877,0.88595112,-0.63274369,-0.16136559
2801,0.96684893,-0.72164363,-0.23159238
5802,0.96828429,-0.74464487,-0.14460084
2640,0.96543695,-0.87774894,-0.24811867
6296,0.86712988,-0.99998547,0.10297468
2880,0.96426508,-0.99999375,-0.18972873
5589,-0.6454526,-0.99994963,0.81461838
494,0.90223802,-0.90564984,-0.38026085
2019,0.94820381,-0.55847382,-0.20800644
2525,0.69684739,-0.87354305,-0.2818276
4409,0.69778251,-0.99998258,0.38692707
5209,0.92649466,-0.81686104,-0.063380455
5679,0.98905212,-0.99997898,-0.14012316
5411,0.97992278,-0.92362911,-0.13834613
1270,0.93944771,-0.22170139,-0.22650366
4075,-0.084194071,-0.99996797,0.62092464
5943,-0.50319595,-0.99992708,0.56091455
2895,0.93094835,-0.99997638,-0.21220353
4041,0.99490163,-0.99997128,-0.052236378
6075,0.98089507,-0.99998005,-0.20937949
618,0.94108626,-0.7832742,-0.2529573
7038,-0.31483857,-0.9999773,0.6288124
5564,-0.58959806,-0.999952,0.75248726
5212,0.90206068,-0.8410745,-0.065206686
5397,0.97444709,-0.94485148,-0.15273716
3405,0.84036633,-0.63415833,-0.16569996
4377,0.98072521,-0.99997845,-0.19646987
1413,0.90586923,-0.87370564,-0.14698181
2201,0.92589398,-0.784665,-0.28728691
2001,0.95634379,-0.8902654,-0.21896059
5482,0.98442251,-0.999531,-0.11047324
869,0.98788634,-0.99998861,-0.011563342
2358,0.69628905,-0.81305635,-0.34514413
2006,0.94294975,-0.86645562,-0.22685966
3090,0.96429105,-0.99997579,0.071567587
4577,0.82418482,-0.99997858,0.25644252
5095,0.90964532,-0.99997767,-0.12549183
356,0.96720874,-0.99428586,-0.2445012
1162,0.98438515,-0.9980066,-0.19404521
5584,-0.65321737,-0.99992804,0.81356965
3064,0.98133858,-0.99998344,0.062579628
6442,0.87019072,-0.75893323,-0.29361361
3161,-0.26871157,-0.99983149,-0.43666842
5391,0.98033458,-0.93819921,-0.14705253
4633,0.9352011,-0.57559249,-0.29918272
2607,-0.23145642,-0.99997503,0.88945577
7250,-0.4118433,-0.99917636,0.78547549
1890,0.83259598,-0.8647717,-0.25720352
579,-0.16905282,-0.99976565,0.87083947
2319,0.83736666,-0.8137431,-0.27844612
5153,-0.88873162,-0.99975563,0.017536089
1691,-0.28377089,-0.99995893,0.90669604
862,0.95334574,-0.99956422,-0.02388311
4981,-0.37375248,-0.99990993,0.41500932
4528,0.89105297,-0.63807249,-0.33100801
2380,0.72859025,-0.78942637,-0.32759337
2378,0.70367441,-0.78479309,-0.3242938
7175,0.98613015,-0.99965415,0.034971018
5386,0.96407277,-0.95907105,-0.15074199
3306,0.9017831,-0.99998078,-0.041946892
6839,0.94843312,-0.99996377,0.095899503
3955,0.83098644,0.2574744,-0.21909466
1116,0.94454425,-0.59966346,-0.21991162
1541,-0.51345178,-0.99993342,0.64106397
4165,0.87943431,-0.58225139,-0.35285856
5655,0.94660854,-0.69762285,-0.25527486
6764,0.97319474,-0.52595169,-0.050278764
5717,0.80239978,-0.99997386,0.35842823
6275,0.96089975,-0.99853406,-0.24294952
4966,-0.37219284,-0.9999176,0.44029154
6306,0.97748676,-0.99963805,-0.19278623
6477,0.95937214,-0.99989375,-0.2670567
4920,0.90674819,-0.99998496,0.21675939
4793,-0.32796973,-0.99992703,0.46768531
3365,0.95232831,-0.87394509,-0.056256743
2500,0.80614677,-0.41768273,-0.27843235
6499,0.9198624,-0.9999592,-0.061085085
4126,0.86610217,-0.8254175,-0.38432218
6518,-0.65650507,-0.99998312,-0.17054568
6526,-0.65086593,-0.99997904,-0.19222212
7234,-0.3202832,-0.99996766,0.7899207
4304,0.85858587,-0.78430552,-0.35637547
7085,0.97831389,-0.86935631,-0.1619898
4704,0.99624786,-0.99996824,-0.01560956
7007,0.71428592,-0.99999252,0.34214049
3731,0.93669824,-0.5232827,-0.26604228
4329,0.81637695,-0.43573203,-0.3857438
5460,0.95047116,-0.93528322,-0.23927928
4888,0.95167837,-0.99973774,-0.11804333
7050,-0.19919834,-0.999778,0.73334878
2052,0.87763593,-0.82250356,-0.35815671
1776,0.94127405,-0.99994986,-0.1122441
3910,0.94395529,-0.53166395,-0.1685741
3313,-0.20523441,-0.99829031,0.54885085
4506,0.92409536,-0.3569044,-0.21199818
2536,0.65222994,-0.76161138,-0.33636492
5277,0.98348223,-0.99988958,-0.1495369
4184,0.89346438,-0.99952146,-0.35719887
1592,0.93418341,-0.38234255,-0.13039453
1723,0.92105656,-0.44011319,-0.23723637
5753,-0.51392732,-0.99993459,0.80466306
5710,0.78589357,-0.99998068,0.35170096
2611,-0.22412814,-0.9972982,0.89348148
5003,0.9505815,-0.8073859,-0.15420066
490,0.88422223,-0.92049754,-0.40623017
6183,0.91209845,-0.73100397,-0.21495102
2910,0.9418797,-0.99991712,-0.12353105
1006,0.96077317,-0.99996651,-0.26443597
6613,0.84990923,-0.85621966,-0.34342431
3431,0.9490726,-0.99997826,-0.30419825
2503,0.79649392,-0.4512376,-0.26596909
4639,0.94087967,-0.57737857,-0.26560959
2314,0.85030384,-0.87320751,-0.26230494
3410,0.83976121,-0.75946623,-0.21454769
6551,-0.39203382,-0.99991042,0.50391623
2554,0.98144551,-0.99998312,-0.14975232
1417,0.90741996,-0.87381543,-0.14026916
3096,0.92194738,-0.9999889,-0.16777447
25,0.97384493,-0.99998635,-0.26194319
2409,0.84928241,-0.99887279,-0.22120409
3270,0.88510068,-0.99997948,-0.2074939
1113,0.94225247,-0.32352723,-0.15412664
4373,0.97660541,-0.99519446,-0.18542602
1552,0.9680481,-0.81495222,-0.1776492
6283,0.97526292,-0.99845871,-0.18079242
5810,0.97475562,-0.81140368,-0.14051241
3624,0.96215096,-0.99997112,-0.24008764
3214,0.8532544,-0.85691846,0.16400564
3402,0.92619944,-0.37932459,-0.066314708
433,-0.23650545,-0.99995792,0.86147034
979,0.92224129,-0.65894208,-0.33573839
2655,0.96580045,-0.83903756,-0.24165076
1847,0.88291513,-0.63783994,-0.17323739
4987,0.94874418,-0.87086458,-0.16449232
4697,0.99408335,-0.99989448,-0.01784474
1127,0.95042276,-0.44367461,-0.20515883
7220,0.94881847,-0.99992806,-5.1597058e-05
5453,0.94568954,-0.94400826,-0.25080767
4347,0.76104261,-0.82653746,-0.44784472
2518,0.63926946,-0.68096739,-0.35344908
7066,0.97618844,-0.83348311,-0.17170283
1102,0.96535299,-0.79792798,-0.19385242
3276,0.88572994,-0.99997493,-0.20679991
7152,0.97785244,-0.84676476,-0.13241709
4989,0.94732361,-0.82878497,-0.15308993
4447,-0.34890046,-0.99994738,0.65253989
5448,0.9442438,-0.92868399,-0.25212341
5111,0.6618258,-0.9999899,0.48863214
194,0.94410308,-0.99997883,-0.34337231
615,0.95834161,-0.76639073,-0.2637419
643,0.96391089,-0.81983495,-0.20617126
5285,0.98335137,-0.9999726,-0.15601154
3285,0.98221009,-0.99998233,0.064598318
3116,0.97851951,-0.99989258,-0.078180972
3936,0.78723753,0.52742729,-0.19286835
2776,-0.17400935,-0.99997758,0.90846604
6026,0.94832,-0.78954553,-0.19082313
6214,0.89153509,-0.48367324,-0.16301435
4951,-0.38274832,-0.99994951,0.44635217
330,0.90841573,-0.49019581,-0.30448229
2207,0.91082938,-0.81162402,-0.34439371
6321,0.97229003,-0.99992645,-0.23348216
5292,0.98307562,-0.99994619,-0.18603126
2670,0.96073086,-0.4057819,-0.17073078
3299,0.91481125,-0.9999421,-0.03108358
972,0.9334064,-0.64562224,-0.32304236
483,0.92963559,-0.57815845,-0.25340597
2420,0.97950418,-0.99998105,0.071057735
2602,-0.21713004,-0.99996799,0.89026468
719,0.68871551,-0.99991548,0.48946154
3784,0.91127585,-0.085688665,-0.21409881
2059,0.98316081,-0.99997882,-0.18610968
2803,0.95144224,-0.62254412,-0.21462737
2566,0.9788727,-0.99999159,-0.20442247
4918,0.90578662,-0.99998938,0.21676976
32,0.62498772,-0.99924867,0.31406786
664,0.88676828,-0.8576169,-0.37304912
5785,0.96870912,-0.86605539,-0.14324703
4655,0.92033589,-0.304185,-0.24960988
5929,0.95853544,-0.99992875,0.096891788
6067,0.98323,-0.99997126,-0.19936962
1444,0.89396099,-0.44366111,-0.11774839
7295,0.95952401,-0.70159668,-0.064331414
2792,-0.037121055,-0.99999399,0.86799194
3649,0.39222824,-0.99983349,0.44297407
7162,0.9373676,-0.94365374,-0.23488262
1705,0.96682511,-0.78937005,-0.23553427
3661,0.39293695,-0.99996064,0.42645868
5555,0.98020432,-0.99998736,-0.019360423
3964,0.66789117,-0.69767875,-0.39323683
4275,-0.10809262,-0.99987444,0.60492957
4896,0.95090681,-0.99996789,-0.11804679
3227,0.82580476,-0.88832766,0.17180721
118,0.95958635,-0.84291747,-0.24400902
2277,-0.23559099,-0.99808342,0.54591454
2905,0.92480191,-0.99998365,-0.22526538
6508,0.94358423,-0.99996655,-0.30191847
1401,0.92175551,-0.89381051,-0.13093428
739,-0.56178981,-0.99807,0.96805908
2456,-0.033698386,-0.99877896,0.46255113
170,0.90310935,-0.90012111,-0.35321481
540,0.93427676,-0.99897602,-0.34784851
883,0.93804435,-0.99999179,0.19324764
5884,0.98531446,-0.99998389,-0.19287541
5510,0.98847777,-0.99998257,-0.14013573
4936,0.98569337,-0.99990627,0.083087338
6856,0.92772061,-0.99996589,0.17309685
4830,0.94956539,-0.48775956,-0.11698725
674,0.88044865,-0.8345277,-0.40043561
3209,0.93490664,-0.4916134,0.086434843
397,0.97557134,-0.99996149,0.081428777
2915,0.98563279,-0.9999802,0.056998586
5427,0.95350923,-0.88235537,-0.092922616
1815,-0.41781673,-0.99866893,0.31474518
3908,0.95042014,-0.404487,-0.17874311
4742,0.93558926,-0.99998584,0.19145907
2100,0.96651624,-0.99932078,0.0077427634
4418,0.8891612,-0.99955906,0.12829693
7286,0.97969454,-0.80900074,-0.13761828
6195,0.90744096,-0.56003952,-0.20506403
2101,0.97777444,-0.99940675,-0.0069825104
7338,0.93128755,-0.83836195,-0.23924011
4205,0.88283436,-0.99988234,-0.37070762
6388,0.96273961,-0.78682814,-0.22268104
1548,0.98471415,-0.88832946,-0.16243567
6208,0.88625143,-0.68991657,-0.18310054
3647,0.38943374,-0.99995483,0.4539207
3323,-0.16455965,-0.99997074,0.5442289
355,0.96720874,-0.99823878,-0.24059547
3826,0.20081299,-0.99997886,0.58002588
1461,0.78099805,-0.79832646,-0.19420327
5097,0.90851899,-0.99995827,-0.12140535
2535,0.65739053,-0.76563168,-0.34585914
6513,0.9430422,-0.99992473,-0.30753007
3220,0.84396518,-0.89750314,0.18109929
5241,0.92238081,-0.93608218,-0.20921821
2373,0.73082529,-0.83163134,-0.30546987
1051,-0.34965911,-0.99890326,0.95487448
3074,0.88657427,-0.99994538,0.10485724
2321,0.85153686,-0.8470897,-0.25459766
4701,0.99704911,-0.99994818,-0.0194704
3334,-0.1781837,-0.99993657,0.55948293
4746,0.97895875,-0.99997238,0.031910144
1751,0.89637731,-0.74341347,-0.31633647
3779,0.89585984,-0.032630812,-0.22834714
1772,0.99159334,-0.9999918,-0.022124773
1196,0.97656732,-0.99925377,-0.06702747
1878,0.87844797,-0.38477997,-0.17208838
2668,0.94961126,-0.25199959,-0.16588846
7336,0.93239637,-0.84140878,-0.23970435
2016,0.93668983,-0.3836904,-0.19827729
2005,0.9541116,-0.90662936,-0.21099919
5963,-0.44433857,-0.99994885,0.60147895
1482,0.98301861,-0.99945067,-0.15923713
3237,0.93728493,-0.99982306,-0.19257238
328,0.89066242,-0.87117781,-0.38419705
648,0.93046848,-0.8527634,-0.20828515
3599,0.95456002,-0.52602159,-0.22112489
2945,-0.035740417,-0.99992471,0.42758282
6659,0.86047154,-0.99997956,0.18081748
1123,0.94709649,-0.38793913,-0.22683822
396,0.97627369,-0.99996071,0.082063172
2788,-0.081265936,-0.99974642,0.87700189
4309,0.87368659,-0.67328093,-0.35614394
3771,0.90442524,-0.75167176,-0.37898832
4229,0.89019799,-0.99998006,0.2806537
5149,-0.82909726,-0.99847148,0.83393567
6157,-0.50540454,-0.99987828,0.59743673
1259,0.95488216,-0.6866083,-0.24060818
4378,0.98075318,-0.99996818,-0.18989834
6125,0.98292727,-0.99997362,0.088636283
6003,0.98943726,-0.81963448,-0.14228326
1519,0.98273487,-0.99994369,0.057418888
3838,0.21438465,-0.99996984,0.60423293
1378,-0.42421635,-0.99994057,0.19356994
5365,-0.070826387,-0.99997458,0.89504335
1023,0.89904829,-0.9999515,0.2306344
2587,0.98881989,-0.99978344,0.025287882
2918,0.98455951,-0.99998195,0.060413829
6357,-0.23350378,-0.99992213,0.54536121
5946,-0.50211668,-0.99995011,0.5593988
7203,0.57577145,-0.99998026,0.44658475
912,-0.41626083,-0.99996762,0.95054698
2857,0.91206302,-0.63890831,-0.31614288
6746,0.96184763,-0.79161497,-0.13284401
1675,-0.22022436,-0.99997287,0.82996017
1746,0.89524547,-0.78357523,-0.30688859
3026,0.81404528,-0.87260077,-0.30142834
532,0.96624298,-0.99997767,-0.2797287
1736,0.92792194,-0.8529874,-0.28349655
1629,0.99317732,-0.99997164,-0.091073367
4855,0.86425701,-0.80558334,-0.16613369
430,-0.23673939,-0.99996071,0.86301299
3523,-0.16771843,-0.99997592,0.77988201
1808,0.97422854,-0.99995814,0.096904395
7004,0.70995953,-0.9999801,0.34208231
3607,0.95574188,-0.99983942,-0.26669061
6505,0.9414012,-0.99994076,-0.30321797
4596,0.97124257,-0.99982643,0.074241124
4786,-0.31393161,-0.9999194,0.47242507
234,0.937953,-0.99997957,0.1165863
4628,-0.30870111,-0.99973297,0.73747839
2222,0.95083405,-0.9984116,-0.20522418
6977,0.99458366,-0.99964662,-0.069456106
4220,0.87257779,-0.99995009,0.28290638
6777,0.93379596,-0.73673374,-0.22696318
4538,0.96241736,-0.99064807,-0.24902452
6562,0.94597408,-0.73388793,-0.23270618
1948,0.94734233,-0.99998232,0.053359354
5621,0.96136305,-0.50102961,-0.052777897
6529,-0.6519663,-0.99997836,-0.18502528
6409,0.86127446,-0.84152708,-0.33960035
3492,0.98596231,-0.99999594,-0.11835077
6732,0.97197266,-0.78933202,-0.13107342
1995,0.94886283,-0.90487202,-0.21518326
3639,0.95020242,-0.99996689,-0.27745908
2671,0.93311863,-0.37120705,-0.17745496
6118,0.9808039,-0.99939421,0.091247767
2224,0.93803398,-0.99983886,-0.2216665
1106,0.95422685,-0.50410619,-0.171049
6059,0.98310561,-0.99997756,-0.20293896
818,0.96656167,-0.38361641,-0.02369082
3821,0.96381373,-0.99974903,-0.18092148
6384,0.95713512,-0.83423183,-0.22876067
5020,0.9398366,-0.3411192,-0.11339174
5341,-0.2059744,-0.99986081,0.8089396
1697,0.94593487,-0.78258136,-0.27945271
5837,0.93241384,-0.77965027,-0.26083041
136,0.94470535,-0.57119435,-0.26552471
1642,0.99017685,-0.99997521,-0.1650581
5737,0.95180062,-0.9999129,0.10584864
4919,0.90578662,-0.99998677,0.21712712
6521,-0.6540798,-0.99990273,-0.19013372
1180,0.93801309,-0.99995712,-0.27227295
4619,-0.28958199,-0.9997894,0.74086782
888,0.99581624,-0.99955402,-0.070896256
2987,0.92540369,-0.86339392,-0.21696312
4077,-0.22616331,-0.99950816,0.58254053
2437,0.90789683,-0.99997285,-0.099065884
3927,0.93077053,-0.54356377,-0.18955823
5143,-0.93282611,-0.99913649,0.58161292
817,0.98403501,-0.61662013,-0.017062038
1111,0.93834288,-0.36231638,-0.15873916
3414,0.90704899,-0.34298357,-0.069413679
4603,-0.62023354,-0.9997815,0.4153578
2341,0.84217742,-0.55949394,-0.24697115
3167,0.95340361,-0.80851828,0.084649523
5420,0.96650435,-0.80296802,-0.078199477
5002,0.95209416,-0.81394905,-0.15558215
5866,0.94221025,-0.71636496,-0.27530901
3065,0.98133858,-0.99998362,0.06302207
1264,0.96022097,-0.77065454,-0.23106225
990,0.96706648,-0.99867532,-0.16472984
1464,0.76162492,-0.84277145,-0.1979145
3662,0.39293695,-0.9999698,0.42634529
7239,-0.32158347,-0.99996821,0.78830813
1739,0.92093192,-0.81402429,-0.33377819
5286,0.98332699,-0.99998613,-0.15884131
6035,0.94624416,-0.86558766,-0.21988339
353,0.96035763,-0.99896768,-0.25932702
5605,0.97043403,-0.81403475,-0.12141584
4102,0.8785511,-0.79937132,-0.38023238
3768,0.88566435,-0.65475499,-0.39635359
5296,0.98312442,-0.99995696,-0.18459193
5166,-0.24958187,-0.99998,0.90398253
1489,0.95884115,-0.99991328,-0.10421353
6653,0.99591201,-0.99998437,-0.023828213
4932,0.98269157,-0.99988585,0.063373319
3130,-0.27274499,-0.99973935,-0.4962135
1228,-0.44338773,-0.99985376,0.98426738
5649,0.96127566,-0.7968587,-0.20731261
4157,0.78210671,-0.86489184,-0.43784473
1053,-0.40660199,-0.99978356,0.97238649
6960,0.92768743,-0.6393657,-0.24475254
2894,0.92709714,-0.99999554,-0.21272825
6880,-0.44351389,-0.99982669,0.83226763
52,-0.19419584,-0.99995249,0.7739047
4416,0.70750795,-0.99997623,0.38582171
4159,0.79373922,-0.85631505,-0.43401516
5155,-0.30613152,-0.99900278,0.93370195
3085,0.96713801,-0.99955921,0.062743837
159,0.91637494,-0.87037472,-0.35284871
